,Review,label,label_p,cleaned
44572,If you don't spend real money in this game then you probably won't like it. It's designed to make you want to spend money. Always get paired with players with insane weapons that kill you with one shot. Stupid game,-1,2,If you don t spend real money in this game then you probably won t like it It s designed to make you want to spend money Always get paired with player with insane weapon that kill you with one shot Stupid game 
16884,"Yep,  there's a problem.  Every time I join a game, 10 seconds later I get disconnected and also, i have pg 3d version 1.53.0 and from now on for some reason i cant update it.WOW. I don't think its my wi fi but pls fix this and I was in champion league but got demoted to iron league.  I just want to get my olg things back.  Pls fix this cubic games",-1,1,Yep there s a problem Every time I join a game 10 second later I get disconnected and also i have pg 3d version 1 53 0 and from now on for some reason i cant update it WOW I don t think it my wi fi but pls fix this and I wa in champion league but got demoted to iron league I just want to get my olg thing back Pls fix this cubic game 
34848,It's amazing but some of the stuff cost to much,-1,0,It s amazing but some of the stuff cost to much 
56276,"Awesome fun - filled game . This is NOT a pay to win . if developers read this , then I think that it would be really cool to add a HIDE N SEEK mode no killing and stuff it would be a ton of fun",-1,2,Awesome fun filled game This is NOT a pay to win if developer read this then I think that it would be really cool to add a HIDE N SEEK mode no killing and stuff it would be a ton of fun 
42951,Keep up the good work devs,-1,0,Keep up the good work devs 
45305,I think one thing should be changed and that is less money on guns 😊,-1,0,I think one thing should be changed and that is le money on gun 
7478,a couple of days ago I was playing normally when out of nowhere I skipped a message saying that I would delete my account by using tricks what is a lie I would ask them to return me please. Thank you.,-1,0,a couple of day ago I wa playing normally when out of nowhere I skipped a message saying that I would delete my account by using trick what is a lie I would ask them to return me please Thank you 
19926,This is a cool game that has definetly soared far but a few adjustments would definitely be needed like I just levelled up to 27 and suddenly I'm confronted by other gear that's top notch and it made it barely possible to get loot and win SO I WAS PUT DOWN THREE LEAGES ALL THE WAY FROM CRYSTAL.plz fix this (oh and plz add a multiplayer boss fight mode),-1,2,This is a cool game that ha definetly soared far but a few adjustment would definitely be needed like I just levelled up to 27 and suddenly I m confronted by other gear that s top notch and it made it barely possible to get loot and win SO I WAS PUT DOWN THREE LEAGES ALL THE WAY FROM CRYSTAL plz fix this oh and plz add a multiplayer bos fight mode 
55260,Why takes  my solár Cannon damage.block Crash my solár Cannon 2hits 😫😫😫 }:(  I hate this game,-1,0,Why take my solár Cannon damage block Crash my solár Cannon 2hits I hate this game 
53068,"Amazing game! Very addictive, and great for anyone. (It did reset my level 36 account tho after an update, but it's still great)  EDIT: Why is my armor supply decreased for the 13.5.1 update?",-1,4,Amazing game Very addictive and great for anyone It did reset my level 36 account tho after an update but it s still great EDIT Why is my armor supply decreased for the 13 5 1 update 
26927,You should be able to sell guns for half price at level 25,-1,0,You should be able to sell gun for half price at level 25 
48700,I think I can plz get all the weapons plz,-1,4,I think I can plz get all the weapon plz 
40843,Why do you guys keep on increasing the price on everything?!?!?!,-1,0,Why do you guy keep on increasing the price on everything 
54548,The new update is horrible they nerf good guns,-1,4,The new update is horrible they nerf good gun 
14733,This is trash you all said this is a fair game but bitchs you put the judge this Blake hole weapon aka blue hole this is the most unfair game ever so if you take out all these tracking weapons and I will try to to support you guys onemillion times.so plaese stop making these weapons so over powered,-1,4,This is trash you all said this is a fair game but bitch you put the judge this Blake hole weapon aka blue hole this is the most unfair game ever so if you take out all these tracking weapon and I will try to to support you guy onemillion time so plaese stop making these weapon so over powered 
21787,i like the guns and the armor and skins gadgets and everything #AWSOME,-1,0,i like the gun and the armor and skin gadget and everything AWSOME 
51754,Ur game sux it dosent even let me go to amory dummy and u scam i wasted 10 dollars on this freking game,-1,0,Ur game sux it dosent even let me go to amory dummy and u scam i wasted 10 dollar on this freking game 
55128,I hate the new update,-1,4,I hate the new update 
24474,Make things more less expensive to buy amd upgrade.,-1,0,Make thing more le expensive to buy amd upgrade 
26314,I want to much monney and gem,-1,0,I want to much monney and gem 
54745,DID YOU GUYS NOTICE THE COINS ANS GEMS THEY HAD,-1,2,DID YOU GUYS NOTICE THE COINS ANS GEMS THEY HAD 
34353,"Can you add some cool weapon,gadget,more armor and bug fixed pls.I hope you can update it.",-1,2,Can you add some cool weapon gadget more armor and bug fixed pls I hope you can update it 
55729,Game is good but i've installed it on my new phone and my characters level's the same like on the old one but all the items are gone. Can't compete with high level players with starting equipment,-1,2,Game is good but i ve installed it on my new phone and my character level s the same like on the old one but all the item are gone Can t compete with high level player with starting equipment 
52331,It's a fun time killing multiplayer game. The only problem is it would sometimes crash. But I think it deserves a 5 star rating.😀😀,-1,2,It s a fun time killing multiplayer game The only problem is it would sometimes crash But I think it deserves a 5 star rating 
21890,Weapon balance throws this game completely off.,-1,0,Weapon balance throw this game completely off 
24514,This game is The worst game Ever.it puts you on The worst Team ever and you lose trophes when you lose.why cant you just leave them and dont take them away,-1,3,This game is The worst game Ever it put you on The worst Team ever and you lose trophes when you lose why cant you just leave them and dont take them away 
19265,Why can I not play pixel gun 3d? I mean the games good but I like it but can't play it....pls fix it,-1,2,Why can I not play pixel gun 3d I mean the game good but I like it but can t play it pls fix it 
52790,Hey pit offline mode and option easy normal hard k That would be great,-1,0,Hey pit offline mode and option easy normal hard k That would be great 
